item_pack_name_0	ลดราคาบูสเตอร์: แพ็กอาหารแมว!
unlock_popup_message_63	<flash>โบนัสเคลียร์ทั้งหมด!</flash><br>ร่างจริงของ "มิยาโมกุ มูซาชิ" ปลดล็อกแล้ว!<br>อัปเกรดไปที่เลเวล 30 และ<br>ใช้ XP/ผลไม้เหมียวเพื่อเปิดใช้งาน!
unlock_popup_message_64	<flash>ตำนานประหลาดปรากฏต่อเนื่องจากเรื่องราวแห่งตำนานแล้วตอนนี้!</flash><br>พร้อมแล้วตอนนี้ในด่านตำนาน!
unlock_popup_message_65	<flash>เพิ่มเพดานเลเวลของคุณ!</flash><br>แมวได้เลเวลที่สูงขึ้นได้<br>ก่อนถึงเลเวลสูงสุดโดยใช้ตาแมว!<br>(ต้องได้อันดับผู้ใช้ 1600 เพื่อใช้ตาแมว)
unlock_popup_message_66	<flash>โบนัสเคลียร์!</flash><br>ร่างจริงของ "เมคา-บัน" ปลดล็อกแล้ว!<br>อัปเกรดไปที่เลเวล 30 และ<br>ใช้ XP/ผลไม้เหมียวเพื่อเปิดใช้งาน!
unlock_popup_message_67	<flash>โบนัสเคลียร์!</flash><br> ด่านวิตาเมี้ยวปลดล็อกแล้ว!<br> ใช้วิตาเมี้ยวที่เหลือเพื่อท้าทายเลเวลเหล่านี้!
unlock_popup_message_68	<flash>บทใหม่ของ "แมวแห่งห้วงอวกาศ" พร้อมแล้ว!</flash><br>เลือก "แมวแห่งห้วงอวกาศ" จากหน้าจอแรก<br>เพื่อดำเนินเรื่องราวใน Battle Cats ต่อ!
unlock_popup_message_69	<flash>ห้วงอวกาศบทที่ 2 เคลียร์แล้ว!</flash><br>บทใหม่จะปรากฏขึ้นเร็วๆ นี้<br>คอยดูอัปเดตเอาไว้ล่ะ!
unlock_popup_message_70	<flash>โบนัสเคลียร์ครบ!</flash><br>คุณได้แมวพิเศษ "%@"!<br>เปิดใช้งานได้ที่เมนูอัปเกรด
unlock_popup_message_71	<flash>พรสวรรค์ปลดล็อกแล้วตอนนี้!</flash><br>ไปที่เมนูอัปเกรดเพื่อค้นพบ<br>และอัปเกรดความสามารถใหม่ของยูนิตร่างจริง!
unlock_popup_message_72	<flash>สมาคมนายทหารปลดล็อกแล้ว!</flash><br>เลือกไอคอนที่ฐานทัพแมว<br>เพื่อเข้าไปดู!
unlock_popup_message_73	<flash>บทใหม่ของแมวแห่งห้วงอวกาศ!</flash><br>แตะที่ "แมวแห่งห้วงอวกาศ" ที่หน้าจอแรก<br>เพื่อพิสูจน์ฝีมือในด่านท้าทายใหม่นี้!
unlock_popup_message_74	<flash>โบนัสเคลียร์ครบ!</flash><br>คุณได้<br>%d %@!
unlock_popup_message_75	<flash>การสำรวจด่านดีขึ้น!</flash><br>ตอนนี้คุณสามารถกลับไปที่<br>เมนูเลือกด่านได้โดยตรงหลังจากเคลียร์ด่านแล้ว!
unlock_popup_message_76	<flash> เหรียญตราเหมียวปลดล็อกแล้วตอนนี้!</flash><br>ลองเข้าไปดูได้ที่<br>เมนูฐานทัพแมว!
Castle_Tutorial00	<flash>ยินดีต้อนรับสู่บริษัทโอโตโต้!</flash><br>เปลี่่ยนรูปลักษณ์ฐานทัพแมวของคุณ<br>และเสริมความสามารถการต่อสู้ของมัน!
Castle_Tutorial01	แตะที่หัวหน้าวิศวกรเพื่อเริ่ม!<br>เลือกพิมพ์เขียวเพื่อเริ่มการก่อสร้าง!
Castle_Tutorial02	แตะ "เปลี่ยน" เพื่อเลือกสไตล์ใหม่<br>ให้กับฐานทัพแมวของคุณ!
Castle_part00	รากฐาน
Castle_part01	สไตล์
Castle_part02	เอฟเฟกต์
Castle_dev_finish00	<flash>อัปเกรดฐานทัพแมวเสร็จแล้ว!</flash><br>เลเวล ${level1} → <color=255,255,0>${level2}</color>
Castle_dev_finish01	<flash>${recipeName} ${partsName} เสร็จแล้ว!</flash>
Castle_dev_finish02	<flash>การเสริม${partsName}ของ${recipeName}เสร็จสิ้นแล้ว!</flash><br>เลเวล ${level1} → <color=255,255,0>${level2}</color>
Castle_lock00	จะสร้างฐานทัพแมวให้ดีขึ้นได้<br>พลังปืนใหญ่ ระยะปืนใหญ่ และชาร์จปืนใหญ่<br>ต้องพาวเวอร์อัปไปที่เลเวล 10 ทั้งหมด
Castle_lock01	การอัปเกรดนี้ต้องใช้<br>%@<br>ก่อนที่มันจะสร้างได้
Castle_lock02	การสร้างอัปเกรดนี้ต้องสร้าง<br>%@ ขึ้นมาก่อน
Castle_lock03	มีวัสดุไม่เพียงพอ...<br>※เก็บวัสดุได้จากเรื่องราวแห่งตำนาน
Castle_lock03a	วิศวกรไม่เพียงพอ<br>※เกณฑ์วิศวกรได้จากการสำรวจของกามาโตโต้
Castle_lock04	ได้เลเวลสูงสุดแล้ว!<br>ไม่สามารถอัปเกรดได้ต่อไปอีก<br>ในเวอร์ชันเกมปัจจุบัน
Castle_lock05	คุณต้องเคลียร์<br>%@<br>เพื่อเสริมแกร่งส่วนนี้มากยิ่งขึ้น
Castle_researcher	เกณฑ์เข้าไปที่วิศวกรของบริษัทโอโตโต้<br>สามารถใช้ได้ในหนึ่งโครงการเท่านั้น
Castle_dev_suspend	ยกเลิกโครงการนี้หรือไม่?<br>จะไม่ได้วิศวกร/วัสดุกลับคืนมา!
Castle_researcher_name00	วิศวกร #%d
Castle_researcher_name01	วิศวกร
Castle_researcher_counter	วิศวกรปัจจุบัน: 
Castle_researcher_desc	ผู้ช่วยหัวหน้าวิศวกรของฐานทัพแมว<br>※จากไปตลอดกาลหลังจากการยกเลิกโครงการ
Castle_dev_start00	การเสริมแกร่งฐานทัพจะเริ่มต้นขึ้น
Castle_dev_start01	เริ่มสร้าง${partsName}ของ${recipeName}
Castle_dev_start02	เริ่มเสริมพลัง${partsName}ของ${recipeName}
Castle_material_drop00	<flash>พบวัสดุ!</flash><br>
Castle_material_drop01	 ×
Castle_researcher_get	ฉันพบ %@!
Castle_UnlockDataId_1	อันดับที่ 600 และลำแสงชะลอที่เสร็จสมบูรณ์
Castle_UnlockDataId_2	อันดับที่ 900 และกำแพงเหล็กที่เสร็จสมบูรณ์
Castle_UnlockDataId_3	อันดับที่ 900 และสายฟ้าฟาดที่เสร็จสมบูรณ์
