item_pack_name_0	Ofertón: ¡Lote de Friskas!
hint_popup006	<color=0,0,0>Las penalizaciones de <color=0,0,255>paralización y ralentización<color=0,0,0><br>son efectivas<br>contra enemigos con rasgos.<br>¡Usa unidades con penalización para combatir<br>a los enemigos con rasgos y ganar!</color>
hint_popup007	<color=0,0,0>Algunos enemigos tienen barreras<br>antidaños. Destrúyelos con<br>un ataque potente o con una unidad<br>que disponga de habilidades <color=0,0,255>rompebarreras<color=0,0,0>.</color>
hint_popup008	<color=0,0,0>Los zombis se meten bajo tierra<br>cuando se acerca una unidad felina.<br>Contrarresta sus artimañas<br>desplegando tus unidades con estrategia.</color>
mission_receive_bulk_item_map	Acceso a la fase "${mapName}"
mission_receive_item_map	<color=255,255,0>Premio: Acceso a la fase "${mapName}"</color>
SpecialRuleExplanation005	【Máximo despliegue】<br>Puedes desplegar<br>un máximo de 60 unidades.
SpecialRuleName005	Máximo despliegue
unlock_popup_message_141	<flash>¡Has alcanzado la ★ de Rango 1!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 1<br>están marcadas con ★ rosas.
unlock_popup_message_142	<flash>¡Has alcanzado la ★ de Rango 2!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 2<br>están marcadas con ★ rosas.
unlock_popup_message_143	<flash>¡Has alcanzado la ★ de Rango 3!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 3<br>están marcadas con ★ rosas.
unlock_popup_message_144	<flash>¡Has alcanzado la ★ de Rango 4!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 4<br>están marcadas con ★ rosas.
unlock_popup_message_145	<flash>¡Has alcanzado la ★ de Rango 5!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 5<br>están marcadas con ★ rosas.
unlock_popup_message_146	<flash>¡Has alcanzado la ★ de Rango 6!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 6<br>están marcadas con ★ rosas.
unlock_popup_message_147	<flash>¡Has alcanzado la ★ de Rango 7!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 7<br>están marcadas con ★ rosas.
unlock_popup_message_148	<flash>¡Has alcanzado la ★ de Rango 8!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 8<br>están marcadas con ★ rosas.
unlock_popup_message_149	<flash>¡Has alcanzado la ★ de Rango 9!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 9<br>están marcadas con ★ rosas.
unlock_popup_message_150	<flash>¡Has alcanzado la ★ de Rango 10!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 10<br>están marcadas con ★ rosas.
unlock_popup_message_151	<flash>¡Has alcanzado la ★ de Rango 11!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 11<br>están marcadas con ★ rosas.
unlock_popup_message_152	<flash>¡Has alcanzado la ★ de Rango 12!</flash><br>Tu nuevo rango se ha registrado en tu tarjeta del Club de Oficiales.<br>Las fases que puedes superar en el Rango 12<br>están marcadas con ★ rosas.
autoSave_txt7	Mostrar código
item_pack_name_85	Mercadillo de campeones
item_pack_name_86	Oferta de campeones
mission_receive_bulk_not_part	<color=255,255,0>Límite de objetos alcanzado.</color><br>No podrán recogerse los objetos que superen el límite de objetos.<br>¿Recoger los premios y completar la misión?
SpecialRuleExplanation006	【Compensación】<br>Las unidades de rareza especial pueden desplegarse<br>al 30 % del coste con el 30 % de tiempo de espera.
SpecialRuleName006	Compensación
equipment_attribute_common	Enemigos con rasgos
equipment_filteringMiss	<color=255,255,0>No tienes ningún orbe de talento<br>que se ajuste a este filtro.</color>
gamatoto_shortcut_error	<color=255,255,0>Para desbloquear las excursiones de Gamatoto,<br>debes superar la fase «Grecia»<br>de Imperio de los Gatos (cap. 1).</color>
item_pack_name_87	Compra el lote de tiques de celebración de los 100 M DCS
item_pack_name_88	
potential_skill_name67	Explosión
slot_SNS_006	¡Conseguí %d de Friskas en las Tragagatos II de #TheBattleCats!<br><br>#BattleCats
SpecialRuleExplanation007	[Megarraro +1]<br>Despliega dos unidades megarraras<br>iguales al mismo tiempo.
SpecialRuleName007	[Megarraro +1]
unlock_popup_message_153	<flash>¡Desbloquea nuevos talentos de la Gata Valquiria Sagrada!</flash><br>Tras superar la prueba, despertarás su nuevo poder.<br>Muta a la Gata Valquiria a su forma final y alcanza el nivel 30<br>para desbloquear/potenciar habilidades en el menú «Mejorar».
unlock_popup_message_154	<flash>¡Desbloquea nuevos talentos del Gato Bégimo Alzado!</flash><br>Tras superar la prueba, despertarás su nuevo poder.<br>Muta al Gato Bégimo a su forma final y alcanza el nivel 30<br>para desbloquear/potenciar habilidades en el menú «Mejorar».
assault_skip_battle_result	【Recuperación casi terminada...】<br><flash>¡Ya has recuperado una oportunidad!</flash><br>¡Pronto podrás enfrentarte a más fases!<br>
assault_skip_battle_skip	【Recuperación casi terminada...】<br><flash>¡Ya has recuperado una oportunidad!</flash><br>¡Vuelve a superar la fase cuando quieras!<br>
BonusExplanationLabel000	【Bonus de tiempo: desgaste】<br> Desgasta a un enemigo<br>※ Usa unidades que afecten a menos rasgos enemigos y consigue una mayor puntuación.<br> Echa un vistazo a «¿Qué es la Arena del Destino?» en la esquina inferior izquierda del menú para conocer todos los detalles.
BonusNameLabel000	Desgastar
gama_collabo_04_charatext	
gama_collabo_04_name	
gama_collabo_04_popup	
item_pack_name_89	Compra: oferta doble de platino parte 1
item_pack_name_90	Compra: oferta doble de platino parte 2
leadershipreturn_pop1	¿Quieres huir de la batalla?<br><color=255,255,0>Recuperarás la energía gastada.</color>
leadershipreturn_pop2	No se pueden utilizar continuaciones en esta fase.<br>Recuperarás la energía gastada.
leadershipreturn_pop3	Recuperarás la energía gastada en esta fase<br>tras la derrota o la huida.<color=255,255,0>No recuperarás la energía gastada en fases especiales.</color>
leadershipreturn_pop4	Recuperarás la energía gastada en esta fase<br>tras la derrota o la huida.
map_minutes_empty	【No puedes continuar... No tienes energía...】<br>¿Quieres usar ${itemNum}  de gatamina [A]?<br>Recuperarás una nueva oportunidad.<br><color=255,255,0>Oportunidades disponibles: 0/${countNum} (Las oportunidades se restablecerán en ${minutes1} min.)</color>
receive_item_popup_annotation_1	※ Los cofres del tesoro se enviararán al almacén de orbes de talento.
SpecialRuleExplanation008	【Gatorreta megatrón】 <br>¡Multiplica por 100 el poder de ataque de la gatorreta!<br>* No se aplica al poder de ataque de efectos especiales como el efecto inmovilizador.
SpecialRuleName008	Gatorreta megatrón
SpecialRuleReset000	<color=255,255,0>¡Fondos de guerra restablecidos!</color><br>¡Has recuperado el dinero<br>del despliegue!
treasure_box_error_1	Necesitas ${itemNum} de Friskas más.<br>¿Quieres ir a la tienda de Friskas?
treasure_box_get_confirm	¿Quieres recoger<br>«${itemName}»?
treasure_box_item	<color=255,255,0>${itemName}</color>
treasure_box_last_one	Usa ${itemNum} de Friskas <br>para ganar uno de los objetos mostrados abajo.
treasure_box_open	Consigue uno de los siguientes objetos al azar.
treasure_box_probability	※ Todos los objetos aparecerán con la misma probabilidad.<br>※ Toca en un icono para saber más.
treasure_box_redraw	※ ¿Quieres abrir otro por ${itemNum} de Friskas?
treasure_box_redrow_probability	※ Todos los objetos aparecerán con la misma probabilidad.<br>※Los elementos ya conseguidos no aparecerán de nuevo.
treasure_box_result	<color=255,255,0>¡Has ganado ${itemName}!</color><br>Usa Friskas para abrir más.
treasure_box_result_2	※ No puedes recibir este objeto tras una nueva tirada.
treasure_box_result_last_one	<color=255,255,0>¡Has ganado ${itemName}!</color><br>No quedan nuevas tiradas disponibles.
gama_collabo_05_popup	<flash>Sonic the Hedgehog Collab!</flash><br>Chao joins the Gamatoto Expeditions!<br>Earn more items during the collab!<br>※Does not apply to Cat Food.
gama_collabo_05_name	Chao
gama_collabo_05_charatext	Chao has joined Gamatoto Expeditions!<br>Earn more item rewards during the collab!<br>※Does not apply to Cat Food.
GiftMessage_023	<flash>Bonus 11 por superar la fase</flash><br>Supera la última fase<br>de «Devorador de Verdades»<br>y tendrás la posibilidad de recibir al Sabio de la lógica Newton.
slot_SNS_005	¡Conseguí %d de Friskas en las Tragagatos II de #TheBattleCats!<br><br>#BattleCats
SpecialRuleExplanation009	【Velocidad constante】<br>Todas las unidades aliadas y enemigas<br>se mueven a la misma velocidad.
SpecialRuleExplanation010	【Especial +1】<br>Las unidades especiales se despliegan<br>automáticamente de dos en dos.
SpecialRuleName009	Velocidad constante
SpecialRuleName010	Especial +1
talk_008_push	¡Volvamos al tema de los refuerzos!
BonusExplanationLabel001	【Bonus de puntuación: repulsión】<br>Repele a un enemigo.<br>※ Usa unidades que afecten a menos rasgos enemigos y consigue una mayor puntuación.<br>Echa un vistazo a «¿Qué es la Arena del Destino?» en la esquina inferior izquierda del menú para conocer todos los detalles.
BonusNameLabel001	Repulsión
hidden_rarity_3	Mapa fantasma
item_pack_name_84	Oferta especial: ¡Compra 3 tiques raros!
nyancombo_error1	<color=255,255,0>No puedes añadir las unidades<br>de este gatocombo porque estás usando<br>una formación fija.</color>
SpecialRuleExplanation011	【Salida de Megarraros】<br>Solo se permite desplegar un megarraro<br>a la vez, pero con un coste de despliegue del 5 %<br>y un tiempo de recuperación del 50 %.
SpecialRuleName011	Salida de Megarraros
slot_autoset_error_1	<color=255,255,0>Los enemigos de esta fase son un misterio...</color>
slot_autoset_error_2	<color=255,255,0>No hay unidades disponibles para acceder a esta fase.</color>
slot_autoset_error_3	<color=255,255,0>Las unidades no se pueden cambiar.</color>
slot_tutorial_txt1	<color=255,255,0>Equipamiento automático</color><br>¡Toca en el botón y selecciona una formación recomendada<br>para la fase! ¡Disponible en las fases<br>que muestran a los enemigos que aparecerán!
slot_tutorial_txt2	<color=255,255,0>Fijar unidades</color><br>¡Toca en una unidad para mantenerla en el batallón aunque uses<br>el equipamiento automático! ¡Toca otra vez para quitarla o volver a fijarla!
BonusExplanationLabel002	【Bonus de tiempo: eficaz contra】<br>Ataca el rasgo contra el que la unidad es eficaz.<br>※ Usa unidades que afecten a menos rasgos enemigos y consigue una mayor puntuación.<br>Echa un vistazo a «¿Qué es la Arena del Destino?» en la esquina inferior izquierda del menú para conocer todos los detalles.
BonusNameLabel002	Eficacia
calendar_day	${day} días
calendar_limit	=+99 días
cube_guide_yellow	Las fases de Desierto de Ashvini y Volcán Jinfore están disponibles<br>como eventos de bote. ¡Échale un vistazo<br>al calendario si quieres saber más!
equipment_error2	Este talento no es compatible con unidades<br>que tengan la habilidad «%@».
filter_equipment_err1	<color=255,255,0>No se han encontrado unidades<br>equipadas con el talento seleccionado.</color>
filter_equipment_tutorial	Filtra las unidades<br>con orbes de talento equipados según<br>su rango, objetivo, efecto o habilidad.
filter_option_description5	<color=0,0,0>Muestra las unidades que tendrán<br>el rasgo/efecto seleccionado<br>después de mejorar/mutar.</color>
ScatCPU_ad_confirm	¡Obtén más XP al superar la fase!<br>¿Quieres ver un anuncio<br>para ganar el <flash>doble de ${xp} XP</flash>?
ScatCPU_ad_result	¡Llévate <flash>más XP </flash> al superar la fase!<br> <flash>${xp}</flash> XP
scratch_SNS_005	
slot_SNS_004	¡Conseguí %d de Friskas en las Tragagatos de #TheBattleCats!<br><br>#BattleCats #11AñosdeTheBattleCats
SpecialRuleExplanation012	【Despliegue limitado】<br>Solo pueden desplegarse 50 unidades<br>durante la batalla, pero<br>su tiempo de recuperación es el mismo.
SpecialRuleName012	Despliegue limitado
talk_007_push	¡Tengo noticias frescas sobre la Boda minina!
talk_009_push	
