item_pack_name_0	Promo booster : pack de Miam !
hint_popup002	<color=0,0,0>Les ennemis métal de type mécanique<br>subissent très peu de dégâts.<br>Pour en venir à bout, déploie des unités dotées de<br>la capacité <color=0,0,255>Critique<color=0,0,0>.</color>.
hint_popup003	<color=0,0,0>Les zombies violets<br>peuvent revivre même après avoir été vaincus.<br>Les unités <color=0,0,255>Tueur de zombies<color=0,0,0> peuvent les vaincre<br>et les empêcher de ressusciter.</color>
hint_popup004	<color=0,0,0>Les ennemis rapides et acharnés<br>peuvent être maîtrisés en déployant<br>des unités peu coûteuses<br>et dotées de beaucoup de santé.</color>
hint_popup005	<color=0,0,0>Certains boss n'apparaissent que<br>lorsque la base ennemie est attaquée.<br>Assure-toi de faire des réserves d'argent<br>avant de perforer les rangs ennemis.</color>
hint_popup006	<color=0,0,0>Les debuffs comme <color=0,0,255>Immobilisation et Ralentissement<color=0,0,0><br>sont efficaces contre<br>les ennemis à caractéristiques.<br>Utilise des unités avec des debuffs<br>qui contrent ces ennemis pour gagner !</color>
hint_popup007	<color=0,0,0>Certains ennemis ont des barrières qui<br>annulent les dégâts. Elles peuvent être détruites<br>par une attaque puissante ou par<br>une unité ayant la capacité <color=0,0,255>Brise-barrière<color=0,0,0>.</color>
hint_popup008	<color=0,0,0>Les zombies creusent sous terre<br>à proximité d'une unité féline.<br>Contrecarre cette manœuvre en organisant<br>en conséquence le déploiement des unités.</color>
mission_receive_bulk_item_map	Permis de défi ${mapName}
mission_receive_item_map	<color=255,255,0>Récompense : permis de défi ${mapName}</color>
SpecialRuleExplanation005	【Limite déploiement】<br>60 unités maximum<br>peuvent être déployées.
SpecialRuleName005	Limite déploiement
unlock_popup_message_141	<flash>Tu as atteint le ★ rang 1 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 1<br>sont indiqués par des ★ roses.
unlock_popup_message_142	<flash>Tu as atteint le ★ rang 2 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 2<br>sont indiqués par des ★ roses.
unlock_popup_message_143	<flash>Tu as atteint le ★ rang 3 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 3<br>sont indiqués par des ★ roses.
unlock_popup_message_144	<flash>Tu as atteint le ★ rang 4 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 4<br>sont indiqués par des ★ roses.
unlock_popup_message_145	<flash>Tu as atteint le ★ rang 5 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 5<br>sont indiqués par des ★ roses.
unlock_popup_message_146	<flash>Tu as atteint le ★ rang 6 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 6<br>sont indiqués par des ★ roses.
unlock_popup_message_147	<flash>Tu as atteint le ★ rang 7 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 7<br>sont indiqués par des ★ roses.
unlock_popup_message_148	<flash>Tu as atteint le ★ rang 8 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 8<br>sont indiqués par des ★ roses.
unlock_popup_message_149	<flash>Tu as atteint le ★ rang 9 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 9<br>sont indiqués par des ★ roses.
unlock_popup_message_150	<flash>Tu as atteint le ★ rang 10 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 10<br>sont indiqués par des ★ roses.
unlock_popup_message_151	<flash>Tu as atteint le ★ rang 11 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 11<br>sont indiqués par des ★ roses.
unlock_popup_message_152	<flash>Tu as atteint le ★ rang 12 !</flash><br>Ton nouveau rang figure sur ta carte Club des officiers.<br>Les niveaux accessibles au rang 12<br>sont indiqués par des ★ roses.
autoSave_txt7	Afficher le code
item_pack_name_85	Rabe de soldes
item_pack_name_86	Promo du vainqueur
mission_receive_bulk_not_part	<color=255,255,0>Limite d’objets atteinte.</color><br>Les objets dépassant la limite ne seront pas récupérés.<br>Obtenir les récompenses et terminer la mission ?
SpecialRuleExplanation006	【Promotion spéciale】<br>Les unités de rareté spéciale peuvent être déployées<br>à 30 % du coût avec 30 % de vitesse de récupération.
SpecialRuleName006	Promotion spéciale
equipment_attribute_common	Ennemis à caractéristiques
equipment_filteringMiss	<color=255,255,0>Aucun orbe de talent répondant<br>à ces conditions n’a pu être trouvé.</color>
gamatoto_shortcut_error	<color=255,255,0>Pour débloquer les expéditions Gamatoto,<br>tu dois d’abord terminer <br>le niveau "Grèce" de L’empire des Chats ch. 1.</color>
item_pack_name_87	Acheter un pack Ticket des 100M de téléchargements
item_pack_name_88	
potential_skill_name67	Explosion
slot_SNS_006	J’ai gagné %d Miams aux Machines à sous Chat sauvageⅡ de #TheBattleCats !<br><br>#BattleCats
SpecialRuleExplanation007	[Plus un ultra rare]<br>Déploie la même unité ultra rare<br>deux à la fois.
SpecialRuleName007	Plus un ultra rare
unlock_popup_message_153	<flash>Talents de Chalkyrie sacrée débloqués !</flash><br>Terminer l’épreuve a éveillé un nouveau pouvoir.<br>Évolue en forme ultime et atteins le niv. 30 pour<br>débloquer/renforcer les capacités dans le menu Améliorer.
unlock_popup_message_154	<flash>Talents de Chat Bahamut éveillé débloqués !</flash><br>Terminer l’épreuve a éveillé un nouveau pouvoir.<br>Évolue en forme ultime et atteins le niv. 30 pour<br>débloquer/renforcer les capacités dans le menu Améliorer.
assault_skip_battle_result	【Tu te sens un peu mieux...】<br><flash>Une chance récupérée !</flash><br>Retour à l’écran de choix du niveau.<br>
assault_skip_battle_skip	【Tu te sens un peu mieux...】<br><flash>Une chance récupérée !</flash><br>Reviens tenter le niveau quand tu veux !<br>
BonusExplanationLabel000	【Bonus de score : Affaiblissement】<br> Inflige Affaiblissement aux ennemis<br>* Améliore ton score grâce aux Chats avec moins de types de cible.<br> Consulte « Qu’est-ce que l’Arène du destin ? » en bas à gauche du menu pour en savoir plus.
BonusNameLabel000	Affaiblissement
gama_collabo_04_charatext	
gama_collabo_04_name	
gama_collabo_04_popup	
item_pack_name_89	Achat : Promo double platine, 1re partie
item_pack_name_90	Achat : Promo double platine, 2e partie
leadershipreturn_pop1	Fuir la bataille ?<br><color=255,255,0>Le Charburant dépensé te sera remboursé.</color>
leadershipreturn_pop2	L’option Continuer n’est pas disponible dans ce niveau.<br>Le Charburant dépensé te sera remboursé.
leadershipreturn_pop3	Le Charburant dépensé dans ce niveau te sera<br>remboursé après une défaite ou une fuite.<color=255,255,0>Le Charburant dépensé dans les niveaux spéciaux ne sera pas remboursé.</color>
leadershipreturn_pop4	Le Charburant dépensé dans ce niveau te sera<br>remboursé après une défaite ou une fuite.
map_minutes_empty	【Charburant épuisé... Impossible de continuer...】<br>Utiliser ${itemNum} vichamine(s) [A] ?<br>Une chance sera récupérée.<br><color=255,255,0>Chances disponibles : 0/${countNum}(Nouvelle chance dans ${minutes1} min.)</color>
receive_item_popup_annotation_1	* Les coffres au trésor sont envoyés dans la réserve d’orbes de talent.
SpecialRuleExplanation008	【Méga Chanon】 <br>La puissance du Chanon est multipliée par 100 !<br>* N’affecte pas la puissance d’attaque des effets du Chanon spécial comme Éclair.
SpecialRuleName008	Méga Chanon
SpecialRuleReset000	<color=255,255,0>Réinitialisation des fonds de guerre !</color><br>L’argent réservé pour le déploiement<br>des Chats a été réinitialisé !
treasure_box_error_1	Il te manque ${itemNum} Miam.<br>Visiter la boutique Miam ?
treasure_box_get_confirm	Récupérer<br>« ${itemName} » ?
treasure_box_item	<color=255,255,0>${itemName}</color>
treasure_box_last_one	Utilise ${itemNum} Miam<br>pour tenter de gagner les objets ci-dessous.
treasure_box_open	Tire un des objets ci-dessous au hasard.
treasure_box_probability	* Tous les objets ont autant de chances d’être tirés.<br>* Touche une icône pour en savoir plus.
treasure_box_redraw	* Tirer à nouveau pour ${itemNum} Miam ?
treasure_box_redrow_probability	* Tous les objets ont autant de chances d’être tirés.<br>* Les objets déjà tirés ne réapparaîtront pas.
treasure_box_result	<color=255,255,0>Tu as tiré : ${itemName} !</color><br>Tu peux utiliser des Miam pour tirer à nouveau.
treasure_box_result_2	* L’objet actuel ne peut pas être reçu après un nouveau tirage.
treasure_box_result_last_one	<color=255,255,0>Tu as tiré : ${itemName} !</color><br>Aucun autre tirage disponible.
gama_collabo_05_popup	<flash>Sonic the Hedgehog Collab!</flash><br>Chao joins the Gamatoto Expeditions!<br>Earn more items during the collab!<br>※Does not apply to Cat Food.
gama_collabo_05_name	Chao
gama_collabo_05_charatext	Chao has joined Gamatoto Expeditions!<br>Earn more item rewards during the collab!<br>※Does not apply to Cat Food.
GiftMessage_023	<flash>Bonus de fin de niveau 11</flash><br>Termine le dernier niveau de<br>Dévoreuse de vérité pour<br>une chance de recevoir Maître de la Logique Newton.
slot_SNS_005	J’ai gagné %d Miams aux Machines à sous Chat sauvageⅡ de #TheBattleCats !<br><br>#BattleCats
SpecialRuleExplanation009	【Déplacement uniforme】<br>Toutes les unités alliées et ennemies<br>se déplacent à la même vitesse.
SpecialRuleExplanation010	【Plus un : Spécial】<br>Les unités spéciales sont automatiquement<br>déployées deux par deux.
SpecialRuleName009	Déplacement uniforme
SpecialRuleName010	Plus un : Spécial
talk_008_push	Reprenons notre discussion sur les renforts.
BonusExplanationLabel001	【Bonus de score : Recul】<br> Repousse un ennemi.<br>* Améliore ton score grâce aux Chats avec moins de types de cible.<br> Consulte « Qu’est-ce que l’Arène du destin ? » en bas à gauche du menu pour en savoir plus.
BonusNameLabel001	Recul
hidden_rarity_3	Carte illusoire
item_pack_name_84	Offre spéciale : 3 tickets rares !
nyancombo_error1	<color=255,255,0>Les unités requises pour ce combo félin ne<br>peuvent pas être ajoutées car tu as des Chats<br>épinglés dans ta formation.</color>
SpecialRuleExplanation011	【Ultra déstockage】<br>Un seul ultra rare peut être déployé à la fois,<br>mais à 5 % du coût et avec 50 %<br>de temps de récupération.
SpecialRuleName011	Ultra déstockage
slot_autoset_error_1	<color=255,255,0>Les ennemis apparaissant dans ce niveau sont inconnus...</color>
slot_autoset_error_2	<color=255,255,0>Aucune unité disponible ne peut tenter ce niveau.</color>
slot_autoset_error_3	<color=255,255,0>Aucune unité ne peut être modifiée.</color>
slot_tutorial_txt1	<color=255,255,0>Équipement auto</color><br>Touche le bouton pour définir une formation<br>recommandée pour le niveau ! Utilisable sur<br>les niveaux dont les ennemis sont visibles !
slot_tutorial_txt2	<color=255,255,0>Épinglage d’unités</color><br>Touche une unité pour la garder équipée<br>même après l’équipement auto ! Touche-la<br>à nouveau pour la désépingler ou la réépingler !
BonusExplanationLabel002	【Bonus de score : Assure contre】<br> Attaque une cible contre laquelle un chat est spécialement fort.<br>* Améliore ton score grâce aux Chats avec moins de types de cible.<br> Consulte « Qu’est-ce que l’Arène du destin ? » en bas à gauche du menu pour en savoir plus.
BonusNameLabel002	Fort contre
calendar_day	${day} jours
calendar_limit	99+ jours
cube_guide_yellow	Désert d’Ashvini/Volcan de Jinfore sont disponibles<br>chaque jour en tant qu’événements Guerrilla. Consulte le<br>calendrier des événements pour en savoir plus !
equipment_error2	Ce talent ne peut pas être utilisé<br>sur une unité dotée de la capacité « %@ ».
filter_equipment_err1	<color=255,255,0>Aucune unité équipée du<br>talent sélectionné n’a été trouvée.</color>
filter_equipment_tutorial	Filtre l’affichage des unités<br>dotées d'orbes de talent par<br>rang, cible, effet et/ou capacité.
filter_option_description5	<color=0,0,0>Affiche les chats qui disposeront<br>de la cible/l’effet sélectionné<br>après avoir évolué/été amélioré.</color>
ScatCPU_ad_confirm	Chance d’XP boostée en terminant un niveau !<br>Récompenses : <flash>${xp} XP ×2</flash><br>de ce niveau terminé en regardant une publicité ?
ScatCPU_ad_result	Niveau terminé : XP <flash>EN HAUSSE !!!</flash><br><flash>${xp}</flash> XP
scratch_SNS_005	
slot_SNS_004	J’ai gagné %d Miam aux machines à sous Chat sauvage de #TheBattleCats !<br><br>#BattleCats #11YearsOfBattleCats
SpecialRuleExplanation012	【 Stock limité 】<br>Seules 50 unités au total peuvent être déployées<br>au cours de cette bataille, mais toutes les unités<br>ont le même temps de récupération.
SpecialRuleName012	Stock limité
talk_007_push	J’ai des nouvelles concernant le Mariage félin !
talk_009_push	
