item_pack_name_0	Offerta: Pack Friskat!
hint_popup007	<color=0,0,0>Alcuni nemici hanno barriere annulla-danni.<br>Queste possono essere distrutte o con<br>un attacco potente o da un'unità<br> con l'abilità <color=0,0,255>Sfondamento<color=0,0,0>.</color>
hint_popup008	<color=0,0,0>Gli zombi scavano cunicoli sottoterra<br>quando sono vicini a un'unità Gatto.<br>Contrasta questa manovra dilazionando<br>lo schieramento delle unità.</color>
mission_receive_bulk_item_map	Permesso Sfida "${mapName}"
mission_receive_item_map	<color=255,255,0>Ricompensa: Permesso Sfida "${mapName}"</color>
SpecialRuleExplanation005	【Limite di schieramento】<br>Possono essere schierate<br>fino a 60 unità.
SpecialRuleName005	Limite schieram.
unlock_popup_message_141	<flash>Hai raggiunto il ★ Grado 1!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 1<br>sono segnati con una o più ★ rosa.
unlock_popup_message_142	<flash>Hai raggiunto il ★ Grado 2!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 2<br>sono segnati con una o più ★ rosa.
unlock_popup_message_143	<flash>Hai raggiunto il ★ Grado 3!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 3<br>sono segnati con una o più ★ rosa.
unlock_popup_message_144	<flash>Hai raggiunto il ★ Grado 4!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 4<br>sono segnati con una o più ★ rosa.
unlock_popup_message_145	<flash>Hai raggiunto il ★ Grado 5!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 5<br>sono segnati con una o più ★ rosa.
unlock_popup_message_146	<flash>Hai raggiunto il ★ Grado 6!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 6<br>sono segnati con una o più ★ rosa.
unlock_popup_message_147	<flash>Hai raggiunto il ★ Grado 7!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 7<br>sono segnati con una o più ★ rosa.
unlock_popup_message_148	<flash>Hai raggiunto il ★ Grado 8!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 8<br>sono segnati con una o più ★ rosa.
unlock_popup_message_149	<flash>Hai raggiunto il ★ Grado 9!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 9<br>sono segnati con una o più ★ rosa.
unlock_popup_message_150	<flash>Hai raggiunto il ★ Grado 10!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 10<br>sono segnati con una o più ★ rosa.
unlock_popup_message_151	<flash>Hai raggiunto il ★ Grado 11!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 11<br>sono segnati con una o più ★ rosa.
unlock_popup_message_152	<flash>Hai raggiunto il ★ Grado 12!</flash><br>Il tuo nuovo Grado è sulla tua tessera Club Ufficiali.<br>I livelli che possono essere superati al Grado 12<br>sono segnati con una o più ★ rosa.
autoSave_txt7	Mostra codice
item_pack_name_85	Offerta Bis da campioni
item_pack_name_86	Offerta Campione
mission_receive_bulk_not_part	<color=255,255,0>Limite oggetti raggiunto.</color><br>Gli oggetti che superano il limite non verranno raccolti.<br>Riscuotere le ricompense e completare la missione?
SpecialRuleExplanation006	【Schieramento sp.】<br>Le unità di rarità speciale possono essere schierate<br>al 30% del costo con il 30% del tempo di ricarica.
SpecialRuleName006	Schieramento sp.
equipment_attribute_common	Nemici con tratti
equipment_filteringMiss	<color=255,255,0>Non è stato possibile trovare Sfere talento<br>che corrispondano a questo filtro.</color>
gamatoto_shortcut_error	<color=255,255,0>Per sbloccare le Spedizioni di Gamatoto,<br>devi prima superare il livello<br>"Grecia" di Impero dei Gatti Cap. 1.</color>
item_pack_name_87	Acquista il Pack Biglietto Festa 100M DL
item_pack_name_88	
potential_skill_name67	Esplosione
slot_SNS_006	Ho ricevuto %d Friskat dalle Slot feline II su #TheBattleCats!<br><br>#BattleCats
SpecialRuleExplanation007	[Un ultra raro in più]<br>Schiera lo stesso ultra raro<br>due volte contemporaneamente.
SpecialRuleName007	Un ultra raro in più
unlock_popup_message_153	<flash>Talenti della Gatta Valchiria Sacra sbloccati!</flash><br>Superare la prova ha risvegliato un nuovo potere.<br>Evolvi nella Forma Reale e raggiungi il liv. 30 per<br>sbloccare/rafforzare abilità dal menu Potenzia.
unlock_popup_message_154	<flash>Talenti del Gatto Bahamut risvegliato sbloccati!</flash><br>Superare la prova ha risvegliato un nuovo potere.<br>Evolvi nella Forma Reale e raggiungi il liv. 30 per<br>sbloccare/rafforzare abilità dal menu Potenzia.
assault_skip_battle_result	【Va un po' meglio...】<br><flash>Un tentativo recuperato!</flash><br>Ritorno alla schermata di Selezione livello.<br>
assault_skip_battle_skip	【Va un po' meglio...】<br><flash>Un tentativo recuperato!</flash><br>Torna ad affrontare il livello quando vuoi!<br>
BonusExplanationLabel000	【Punteggio bonus: indebolimento】<br> Infliggi indebolimento ai nemici<br>*Ottieni un punteggio più alto con Gatti con meno tipi di obiettivi.<br> Per maggiori dettagli vedi "Che cos'è l'Arena del destino?" in basso a sinistra nel menu.
BonusNameLabel000	Indebolimento
gama_collabo_04_charatext	
gama_collabo_04_name	
gama_collabo_04_popup	
item_pack_name_89	Acquista: Offerta doppia platino, p. 1
item_pack_name_90	Acquista: Offerta doppia platino, p. 2
leadershipreturn_pop1	Abbandonare la battaglia?<br><color=255,255,0>L'energia spesa verrà ripristinata.</color>
leadershipreturn_pop2	Non è possibile usare Continua in questo livello.<br>L'energia spesa verrà ripristinata.
leadershipreturn_pop3	L'energia spesa in questo livello verrà<br>ripristinata dopo la sconfitta o l'abbandono.<color=255,255,0>L'energia spesa nei livelli speciali non verrà ripristinata.</color>
leadershipreturn_pop4	L'energia spesa in questo livello verrà<br>ripristinata dopo la sconfitta o l'abbandono.
map_minutes_empty	【Energia terminata... Impossibile continuare...】<br>Usare ${itemNum} Vitamiao A?<br>Un tentativo verrà ripristinato.<br><color=255,255,0>Tentativi disponibili: 0/${countNum}（I tentativi verranno ripristinati tra ${minutes1} min.)</color>
receive_item_popup_annotation_1	*I forzieri saranno inviati alla rimessa Sfere talento.
SpecialRuleExplanation008	【Mega cannone gatto】 <br>Potenza del cannone gatto moltiplicata per 100!<br>*Non influisce sugli effetti del cannone speciale, come fulmini e saette.
SpecialRuleName008	Mega cannone gatto
SpecialRuleReset000	<color=255,255,0>Fondi di guerra azzerati!</color><br>I soldi spesi per schierare<br>i Gatti sono stati azzerati!
treasure_box_error_1	Servono altri ${itemNum} Friskat.<br>Andare al negozio Friskat?
treasure_box_get_confirm	Raccogliere<br>"${itemName}"?
treasure_box_item	<color=255,255,0>${itemName}</color>
treasure_box_last_one	Usa ${itemNum} Friskat<br>per una possibilità di ottenere i seguenti oggetti.
treasure_box_open	Sorteggia uno dei seguenti oggetti in modo casuale.
treasure_box_probability	*Tutti gli oggetti hanno la stessa probabilità di sorteggio.<br>*Per maggiori informazioni tocca un'icona.
treasure_box_redraw	*Sorteggiare di nuovo per ${itemNum} Friskat?
treasure_box_redrow_probability	*Tutti gli oggetti hanno la stessa probabilità di sorteggio.<br>*Gli oggetti già sorteggiati non compariranno di nuovo.
treasure_box_result	<color=255,255,0>Hai sorteggiato ${itemName}!</color><br>Puoi usare i Friskat per sorteggiare di nuovo.
treasure_box_result_2	*Non puoi ricevere quest'oggetto dopo un nuovo sorteggio.
treasure_box_result_last_one	<color=255,255,0>Hai sorteggiato ${itemName}!</color><br>Nessun altro sorteggio disponibile.
gama_collabo_05_popup	<flash>Sonic the Hedgehog Collab!</flash><br>Chao joins the Gamatoto Expeditions!<br>Earn more items during the collab!<br>※Does not apply to Cat Food.
gama_collabo_05_name	Chao
gama_collabo_05_charatext	Chao has joined Gamatoto Expeditions!<br>Earn more item rewards during the collab!<br>※Does not apply to Cat Food.
GiftMessage_023	<flash>Ricompensa livello 11</flash><br>Supera il livello finale di<br>"Le fauci spietate della verità" per una<br>possibilità di ricevere Maestro di logica Newton.
slot_SNS_005	Ho ricevuto %d Friskat dalle Slot feline II su #TheBattleCats!<br><br>#BattleCats
SpecialRuleExplanation009	【Velocità uniforme】<br>Tutte le unità alleate e nemiche<br>si muovono alla stessa velocità.
SpecialRuleExplanation010	【Uno speciale in più】<br>Le unità speciali vengono<br>schierate automaticamente due alla volta.
SpecialRuleName009	Velocità uniforme
SpecialRuleName010	Uno speciale in più
talk_008_push	Rivediamo la nostra chiacchierata sui rinforzi!
BonusExplanationLabel001	【Punteggio bonus: respinta】<br> Respingi un nemico<br>*Ottieni un punteggio più alto con Gatti con meno tipi di obiettivi.<br> Per maggiori dettagli vedi "Che cos'è l'Arena del destino?" in basso a sinistra nel menu.
BonusNameLabel001	Respinta
hidden_rarity_3	Mappa illusoria
item_pack_name_84	Offerta speciale: compra 3 bigl. raro!
nyancombo_error1	<color=255,255,0>Le unità necessarie per questa combo felina non possono<br>essere aggiunte perché ci sono<br>Gatti bloccati nella tua formazione.</color>
SpecialRuleExplanation011	【Rilascio ultra rare】<br>Può essere schierata solo 1 unità<br>ultra rara alla volta, ma al<br>5% del costo e con il 50% del tempo di recupero.
SpecialRuleName011	Rilascio ultra rare
slot_autoset_error_1	<color=255,255,0>I nemici che appariranno in questo livello non sono visibili...</color>
slot_autoset_error_2	<color=255,255,0>Nessuna unità disponibile può affrontare questo livello.</color>
slot_autoset_error_3	<color=255,255,0>Non è possibile cambiare nessuna unità.</color>
slot_tutorial_txt1	<color=255,255,0>Equipaggia automaticamente</color><br>Tocca il pulsante per impostare<br>uno schieramento consigliato! Utilizzabile<br>sui livelli in cui i nemici che appariranno sono visibili!
slot_tutorial_txt2	<color=255,255,0>Bloccare le unità</color><br>Tocca un'unità per tenerla equipaggiata anche dopo<br>Equipaggia automaticamente! Tocca di nuovo per sbloccare o bloccare di nuovo!
BonusExplanationLabel002	【Punteggio bonus: efficace contro】<br>Attacca un obiettivo contro cui un Gatto è efficace.<br>*Ottieni un punteggio più alto con Gatti con meno tipi di obiettivi.<br> Per maggiori dettagli vedi "Che cos'è l'Arena del destino?" in basso a sinistra nel menu.
BonusNameLabel002	Efficace contro
calendar_day	${day} Giorni
calendar_limit	99+ Giorni
cube_guide_yellow	Sono disponibili Deserto Ashvini/Vulcano Jinfore<br>ogni giorno come eventi Blitz. Controlla il<br>calendario eventi per maggiori dettagli!
equipment_error2	Questo talento non può essere utilizzato<br>su unità con l'abilità "%@".
filter_equipment_err1	Impossibile trovare <color=255,255,0>un'unità con il talento equipaggiato<br>selezionato.</color>
filter_equipment_tutorial	Filtra la visualizzazione delle unità con<br>talenti equipaggiati in base a<br>grado, obiettivo, effetto e/o abilità.
filter_option_description5	<color=0,0,0>Mostra gatti che avranno<br>gli obiettivi/effetti selezionati disponibili<br>dopo essersi evoluti/potenziati.</color>
ScatCPU_ad_confirm	Possibilità di ottenere XP superando il livello!<br>Ottieni come ricompense <flash>${xp} XP ×2</flash> <br>superando questo livello mentre guardi un annuncio?
ScatCPU_ad_result	Ricompensa livello XP <flash>MAGGIORE!!!</flash> <br><flash>${xp}</flash> XP
scratch_SNS_005	
slot_SNS_004	Ho ricevuto %d Friskat dalle Slot Feline su #TheBattleCats!<br><br>#BattleCats #11anniDiBattleCats
SpecialRuleExplanation012	【 Scorte limitate 】<br>Solo 50 unità totali possono essere schierate<br>nel corso di questa battaglia, ma<br>tutte le unità dispongono dello stesso tempo di recupero.
SpecialRuleName012	Scorte limitate
talk_007_push	Ho delle novità sul Matrimonio felino!
talk_009_push	
