item_pack_name_0	Packaktion: Katzenbatzenpaket!
item_pack_name_82	
scratch_SNS_004	Ich habe %d Katzenbatzen beim #BattleCatsScratcher gewonnen!<br>Jede Woche eine Chance auf einen großartigen Preis!<br><br>#TheBattleCats #CatsOfSummer2025
slot_SNS_003	Ich habe %d Katzenbatzen bei den Wildkatzen-Slots in #TheBattleCats gewonnen!<br><br>#BattleCats #10Years
Account_iOS13_error	Anmeldung mit Apple-ID nicht für Geräte mit iOS 12 oder niedriger verfügbar.
gamatoto_shortcut	Gamatoto-Bildschirm aufrufen?
mission_receive_bulk	Alle Missionsbelohnungen erhalten.
mission_receive_bulk_item	${itemName} x ${itemNum}
mission_receive_bulk_item_chara	Einheit: „${charaName}“
mission_receive_bulk_item_chara_evolve	Einheit: „${charaName}“ Wahre Form
mission_receive_bulk_item_chara_evolve2	Einheit: „${charaName}“ Ultra-Form
mission_receive_bulk_item_xp	${itemName} + ${itemNum}
mission_receive_bulk_not_all	<color=255,255,0>Du hast zu viele Gegenstände,<br>um alle Missionsbelohnungen abzuholen.</color>
mission_txt	${missionNum} Mission(en) abgeschlossen!
SpecialRuleExplanation004	(Superselt.-AV)<br>Superseltene Einheiten können zum halben Preis<br>mit der Hälfte der Abklingzeit eingesetzt werden.
SpecialRuleName004	Superselt.-AV
stage_restriction_limit_7	Einsetzbare Einheiten jeder Seltenheit: <color=255,255,0>%@</color>
stage_restriction_limit_8	${rarity} x${value}
stage_shortcut	Die „${stageName}“-<br>Levelauswahl aufrufen?<br>${specialText}
stage_shortcut_nekovitan	Die Levelauswahl für<br>Katzaminlevel<br>„${stageName}“ aufrufen?<br>${specialText}
stage_shortcut_no_interval_times	<color=255,255,0>Du kannst dieses Level noch nicht versuchen.<br>(Keine Levelversuche übrig)</color>
stage_shortcut_not_found	<color=255,255,0>Du kannst dieses Level noch nicht versuchen.<br>(Level noch nicht freigeschaltet)</color>
stage_shortcut_out_of_term	<color=255,255,0>Du kannst dieses Level noch nicht versuchen.<br>(Level aktuell nicht verfügbar)</color>
talk_005_push	Setzen wir unser Katzengespräch fort!
cube_guide	Behemothjagd-Level sind täglich<br>als Blitz-Events verfügbar. Mehr Details<br>findest du im Event-Kalender!
cube_guide_common1	*Am einfachsten im Behemothjagd-Level<br>„Versteckter Gapra-Wald“ zu sammeln.
cube_guide_common2	*Am einfachsten im Behemothjagd-Level<br>„Ashvini-Wüste“ zu sammeln.
cube_guide_common3	*Am einfachsten im Behemothjagd-Level<br>„Jinfore-Vulkan“ zu sammeln.
gamatoto_error_popup1	Du kannst nicht erneut erkunden, ohne<br>vorher auf eine Expedition zu gehen!
gamatoto_error_popup2	Du kannst nicht erneut erkunden, weil die<br>vorherige Expedition nicht mehr verfügbar ist.
gamatoto_popup1	${areaName}<br>erneut erkunden ${timeText}<br>${bonuspop}
gamatoto_popup2	Du hast das Limit für<br>Katzenhelfer und Ototo-Ingenieure erreicht.<br>Möchtest du ${gamatotoName} [${gamatotoRarity}]<br>in den Ruhestand versetzen?
gamatoto_popup3	Du hast mehr Katzenhelfer<br>als erlaubt.<br>Möchtest du ${gamatotoName} [${gamatotoRarity}]<br>als Ingenieur in den Ruhestand versetzen?
gamatoto_popup4	Du hast mehr Katzenhelfer<br>als erlaubt.<br>Möchtest du ${gamatotoName} [${gamatotoRarity}]<br>als Helfer in den Ruhestand versetzen?
gamatotoBonus	Gamatoto-Gespür hat sich verbessert!
gamatotoBonus_popup1	<flash>Gamatoto ist im Arbeitsrausch!</flash><br>Ein Aura-Gegenstand garantiert!<br>Verbleibende Arbeitsrausch-Expedition: ${expeditionNum}
gamatotoBonus_popup2	Gamatoto ist nicht mehr im Arbeitsrausch ...
gamatotoBonus_popup3	Mindestens 1 Gegenstand mit Aura für eine beliebige Expedition garantiert!<br><color=255,255,0>Verbleibende Arbeitsrausch-Expeditionen: ${expeditionNum}</color>
gamatotoBonus_popup4	<color=255,0,255>Während Arbeitsrausch einer garantiert!</color>
gamatotoBonus_popup5	<color=255,255,0>Verbleibende Arbeitsrausch-Expeditionen: ${expeditionNum}</color>
GiftMessage_022	<flash>Im heiligen Wald (Stufe 4) erscheint eine seltsame Lebensform!</flash>
item_pack_name_83	Benutzerrang-300-Angebot kaufen
legend_warning_01	<color=255,255,0>Schließe alle Stufen der „Unheimliche Legenden“-Level ab,<br>um dieses Level zu versuchen.</color>
matatabi_guide_common	*Katzamin-Level sind täglich verfügbar.
matatabi_guide_guerrilla	${stageName} ist täglich als<br>Blitzlevel verfügbar. Mehr Details<br> findest du im Event-Kalender!
matatabi_guide_special	*Epische Katzenfrüchte haben eine feste Beuterate.
matatabi_guide1	„${stageName}“ ist<br>jeden Montag verfügbar<br>${commonText}
matatabi_guide2	„${stageName}“ ist<br>jeden Dienstag verfügbar<br>${commonText}
matatabi_guide3	„${stageName}“ ist<br>jeden Mittwoch verfügbar<br>${commonText}
matatabi_guide4	„${stageName}“ ist<br>jeden Donnerstag verfügbar<br>${commonText}
matatabi_guide5	„${stageName}“ ist<br>jeden Freitag verfügbar<br>${commonText}
matatabi_transition	Benötigt „${itemName}“<br>Ein Ziel wählen?
medama_complete	Sondergegenstand FERTIG!
medama_rennsuu	Verdiene einen Sondergegenstand, nachdem du die Kapseln ${value}-mal benutzt hast!
SpecialRuleExplanation002	(Nur eine Seltenheit)<br>Nur eine Einheit jeder Seltenheit kann gleichzeitig eingesetzt werden.<br>Du kannst deine Katzenarmee nach Wunsch zusammenstellen.
SpecialRuleExplanation003	(Billige Arbeitskraft)<br>Der Einsatz aller verbündeten Einheiten<br>kostet 500￠.
SpecialRuleName002	Nur eine Seltenheit
SpecialRuleName003	Billige Arbeitskraft
stage_challenge_conditions	„${mapName}“<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
stage_restriction_limit_9	Einsetzbare Einheiten: <color=255,255,0> x${value}</color>
unlock_popup_message_139	<flash>Eine mysteriöse Lebensform ist<br>im uralten Waldlabyrinth erschienen!</flash>
unlock_popup_message_140	<flash>Levelabschluss-Bonus!</flash><br>Wahre Form für<br>Idi:N freigeschaltet. Erreiche St. 30 und<br>nutze XP und Gegenstände zum Entwickeln!
cert_tutorial1	<color=255,255,0>Level mit festen Aufstellungen</color><br>Dies sind Level mit voreingestellten Einheiten,<br>Katzenkanonen-Einstellungen und Schätzen. Tippe auf<br>die Schaltfläche unten, um deine Einheiten zu prüfen!
cert_tutorial2	Sieh dir vor Kampfbeginn einen Tipp<br>für Level mit festen Aufstellungen an!<br>Tippe auf die Level-Schaltfläche, um ihn zu sehen!
cert_tutorial3	Tippe auf das Symbol, um mehr Informationen anzuzeigen!<br>Du kannst Feinde, einmalige Belohnungen<br>und andere wichtige Informationen prüfen!
fixed_formation_popup	Dieses Level hat eine feste Aufstellung.<br>Die Formation ist nicht änderbar.<br>*Details können im Pausenmenü eingesehen werden.
fixed_formation_slot_name	Festgelegt
hint_popup000	<color=0,0,0>Es gibt viele Arten von Feinden, darunter<br>Rote, Schwarze und Aliens.<br>Gegen rote Feinde sind <color=0,0,255>Axtkatze<color=0,0,0> und<br><color=0,0,255>Fischkatze<color=0,0,0> effektiv.</color>
hint_popup001	<color=0,0,0>Für Distanzangreifer wie <color=0,0,255>Lehrerbär<color=0,0,0> nutze<br>Einheiten wie <color=0,0,255>Echsenkatze<color=0,0,0> mit großer Reichweite.<br>Für starke Angreifer wie <color=0,0,255>Le'boin<color=0,0,0> sind harte<br>Einheiten wie <color=0,0,255>Titanenkatze<color=0,0,0> bestens geeignet.<br>Nutze die Stärken einer Katzeneinheit zum Sieg!</color>
hint_popup002	<color=0,0,0>Maschinenähnliche eiserne Feinde<br>erleiden nur sehr wenig Schaden.<br>Um mit ihnen fertigzuwerden nutze<br>Einheiten mit der <color=0,0,255>kritischen <color=0,0,0>Fähigkeit.</color>
hint_popup003	<color=0,0,0>Lila Zombie-Feinde können wiederauferstehen,<br>auch wenn sie besiegt wurden.<br><color=0,0,255>Zombietöter<color=0,0,0>-Einheiten können Zombies<br>besiegen und die Wiederauferstehung verhindern.</color>
hint_popup004	<color=0,0,0>Schnelle und unerbittliche Feinde<br>können durch den Einsatz von<br>Einheiten aufgehalten werden, die kostengünstig<br>sind und eine hohe Vitalität aufweisen.</color>
hint_popup005	<color=0,0,0>Manche Bosse tauchen erst auf, wenn<br>die feindliche Basis angegriffen wird.<br>Achte darauf, dass du dich mit Geld eindeckst, bevor du dich<br>durch die feindlichen Truppen schlägst.</color>
hint_popup006	<color=0,0,0>Schwächungszauber wie <color=0,0,255>Einfrieren und Lähmen<color=0,0,0><br>sind eine effektive Lösung<br>gegen Feinde mit Werten.<br>Nutze Einheiten mit Schwächungseffekten<br>gegen Feinde mit Werten, um zu siegen!</color>
hint_popup007	<color=0,0,0>Einige Feinde haben Barrieren,<br>die Schaden aufheben. Diese können entweder durch<br>einen starken Angriff oder eine Einheit<br>mit der Fähigkeit <color=0,0,255>Abwehrbrecher<color=0,0,0> zerstört werden.</color>
hint_popup008	<color=0,0,0>Zombies lauern im Untergrund,<br>wenn sie sich in der Nähe einer Katzeneinheit befinden.<br>Verhindere dieses Manöver, indem du<br>den Einsatz deiner Einheiten entsprechend abpasst.</color>
mission_receive_bulk_item_map	Herausforderungserlaubnis für „${mapName}“
mission_receive_item_map	<color=255,255,0>Belohnung: Herausforderungserlaubnis für „${mapName}“</color>
SpecialRuleExplanation005	(Einsatzgrenze)<br>Es können maximal 60 Einheiten<br>eingesetzt werden.
SpecialRuleName005	Einsatzgrenze
unlock_popup_message_141	<flash>Du hast ★ Rang 1 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 1 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_142	<flash>Du hast ★ Rang 2 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 2 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_143	<flash>Du hast ★ Rang 3 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 3 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_144	<flash>Du hast ★ Rang 4 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 4 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_145	<flash>Du hast ★ Rang 5 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 5 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_146	<flash>Du hast ★ Rang 6 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 6 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_147	<flash>Du hast ★ Rang 7 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 7 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_148	<flash>Du hast ★ Rang 8 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 8 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_149	<flash>Du hast ★ Rang 9 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 9 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_150	<flash>Du hast ★ Rang 10 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 10 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_151	<flash>Du hast ★ Rang 11 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 11 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
unlock_popup_message_152	<flash>Du hast ★ Rang 12 erreicht!</flash><br>Dein neuer Rang steht auf deiner Offiziersklub-Karte.<br>Level, die mit Rang 12 abgeschlossen werden können,<br>sind mit rosa ★ gekennzeichnet.
autoSave_txt7	Code anzeigen
item_pack_name_85	Nachschlag-Angebot
item_pack_name_86	Angebot für Champions
mission_receive_bulk_not_part	<color=255,255,0>Maximale Gegenstandsanzahl erreicht.</color><br>Überzählige Gegenstände werden nicht eingesammelt.<br>Belohnungen einsammeln und Mission abschließen?
SpecialRuleExplanation006	(Sonderausverkauf)<br>Einheiten der Seltenheit „Spezial“ können<br>für 30 % der Kosten mit 30 % der Abklingzeit eingesetzt werden.
SpecialRuleName006	Sonderausverkauf
equipment_attribute_common	Feinde mit Werten
equipment_filteringMiss	<color=255,255,0>Es wurden keine Talentkugeln<br>gefunden, die zu diesen Filtern passen.</color>
gamatoto_shortcut_error	<color=255,255,0>Du musst das Level Katzenimperium<br>Kap. 1 „Griechenland“ abschließen,<br>um Gamatoto-Expeditionen freizuschalten.</color>
item_pack_name_87	100-Mio.-DL-Feier-Ticket-Paket kaufen
item_pack_name_88	
potential_skill_name67	Explosion
slot_SNS_006	Ich habe %d Katzenbatzen bei den Wildkatzen-SlotsⅡ in #TheBattleCats gewonnen!<br><br>#BattleCats  
SpecialRuleExplanation007	[Megaselten +1]<br>Entsende 2-mal die<br>gleiche megaseltene Einheit.
SpecialRuleName007	Megaselten +1
unlock_popup_message_153	<flash>Talente der Heiligen Walkürenkatze freigeschaltet!</flash><br>Der Abschluss der Prüfung hat neue Kräfte entfesselt.<br>Zur wahren Form entwickeln und Lv. 30 erreichen,<br>um Fähigkeiten im Verbesserungenmenü freizuschalten/zu verbessern.
unlock_popup_message_154	<flash>Talente der Erwachten Bahamut-Katze freigeschaltet!</flash><br>Der Abschluss der Prüfung hat neue Kräfte entfesselt.<br>Zur wahren Form entwickeln und Lv. 30 erreichen,<br>um Fähigkeiten im Verbesserungenmenü freizuschalten/zu verbessern.
assault_skip_battle_result	(Es geht schon besser ...)<br><flash>1 Abschlusschance aufgefüllt!</flash><br>Du kehrst zur Levelauswahl zurück.<br>
assault_skip_battle_skip	(Es geht schon besser ...)<br><flash>1 Abschlusschance aufgefüllt!</flash><br>Versuche dieses Level jederzeit wieder!<br>
BonusExplanationLabel000	(Punktebonus: Schwächen)<br> Belegt Feinde mit Schwächen<br>* Verdiene mehr Punkte mit Katzen, die weniger Zieltypen haben.<br>Weitere Details findest du unter „Was ist die Arena des Schicksals?“ unten links im Menü.
BonusNameLabel000	Schwächen
gama_collabo_04_charatext	
gama_collabo_04_name	
gama_collabo_04_popup	
item_pack_name_89	Kaufe: Platin-Doppelangebot, Teil 1
item_pack_name_90	Kaufe: Platin-Doppelangebot, Teil 2
leadershipreturn_pop1	Aus dem Kampf fliehen?<br><color=255,255,0>Ausgegebene Energie wird wiederhergestellt.</color>
leadershipreturn_pop2	In diesem Level können keine Fortsetzungen eingesetzt werden.<br>Ausgegebene Energie wird wiederhergestellt.
leadershipreturn_pop3	In diesem Level ausgegebene Energie wird<br>bei Niederlage oder Flucht wiederhergestellt.<color=255,255,0>Für Sonderlevel ausgegebene Energie wird nicht wiederhergestellt.</color>
leadershipreturn_pop4	In diesem Level ausgegebene Energie wird<br>bei Niederlage oder Flucht wiederhergestellt.
map_minutes_empty	(Keine Energie ... Kann nicht weiter ...)<br>${itemNum} Katzamin [A] verwenden?<br>Eine Abschlusschance wird wiederhergestellt.<br><color=255,255,0>Verfügbare Abschlusschancen: 0/${countNum} (Abschlusschance wird in ${minutes1} Min. wiederhergestellt)</color>
receive_item_popup_annotation_1	* Schatztruhen werden ins Talentkugellager geschickt.
SpecialRuleExplanation008	(Megakatzenkanone) <br>Katzenkanonen-Kraft wird mit 100 multipliziert!<br>* Die Angriffskraft von Kanonen-Spezialeffekten wie Blitzschlag ist davon nicht betroffen.
SpecialRuleName008	Megakatzenkanone
SpecialRuleReset000	<color=255,255,0>Kriegskasse zurückgesetzt!</color><br>Das zum Entsenden von Katzen<br>verwendete Geld wurde zurückgesetzt!
treasure_box_error_1	Du benötigst noch ${itemNum} Katzenbatzen.<br>Möchtest du den Futterladen aufrufen?
treasure_box_get_confirm	„${itemName}“<br>einsammeln?
treasure_box_item	<color=255,255,0>${itemName}</color>
treasure_box_last_one	Nutze ${itemNum} Katzenbatzen<br>und erhalte eine Chance auf die Gegenstände unten.
treasure_box_open	Ziehe zufällig einen der unteren Gegenstände.
treasure_box_probability	* Alle Gegenstände haben die gleiche Chance, gezogen zu werden.<br>* Tippe auf ein Symbol, um mehr zu erfahren.
treasure_box_redraw	* Für ${itemNum} Katzenbatzen erneut ziehen?
treasure_box_redrow_probability	* Alle Gegenstände haben die gleiche Chance, gezogen zu werden.<br>* Bereits gezogene Gegenstände werden nicht erneut gezogen.
treasure_box_result	<color=255,255,0>Du hast ${itemName} gezogen!</color><br>Mit Katzenbatzen kannst du erneut ziehen.
treasure_box_result_2	* Nach einer erneuten Ziehung kann der aktuelle Gegenstand nicht mehr erhalten werden.
treasure_box_result_last_one	<color=255,255,0>Du hast ${itemName} gezogen!</color><br>Keine weiteren erneuten Ziehungen verfügbar.
gama_collabo_05_popup	<flash>Sonic the Hedgehog Collab!</flash><br>Chao joins the Gamatoto Expeditions!<br>Earn more items during the collab!<br>※Does not apply to Cat Food.
gama_collabo_05_name	Chao
gama_collabo_05_charatext	Chao has joined Gamatoto Expeditions!<br>Earn more item rewards during the collab!<br>※Does not apply to Cat Food.
GiftMessage_023	<flash>Levelabschluss-Belohnung 11</flash><br>Schließe das letzte Level aus<br>„Schlingender Schlund der Wahrheit“ ab<br>für eine Chance, Weiser des logischen Newton zu erhalten.
slot_SNS_005	Ich habe %d Katzenbatzen bei den Wildkatzen-SlotsⅡ in #TheBattleCats gewonnen!<br><br>#BattleCats  
SpecialRuleExplanation009	【Im Gleichschritt】<br>Alle feindlichen Einheiten<br>bewegen sich im gleichen Tempo.
SpecialRuleExplanation010	【Besondere +1】<br>Sondereinheiten werden automatisch<br>doppelt eingesetzt.
SpecialRuleName009	Im Gleichschritt
SpecialRuleName010	Besondere +1
talk_008_push	Wir sollten unser Gespräch über Verstärkung fortsetzen!
BonusExplanationLabel001	(Punktebonus: Rückstoß)<br>Stoße Feinde zurück.<br>* Verdiene mehr Punkte mit Katzen, die weniger Zieltypen haben.<br>Weitere Details findest du unter „Was ist die Arena des Schicksals?“ unten links im Menü.
BonusNameLabel001	Rückstoß
hidden_rarity_3	Illusionskarte
item_pack_name_84	Sonderangebot: 3 seltene Tickets!
nyancombo_error1	<color=255,255,0>Die für diese Katzenkombo benötigten Einheiten können<br>nicht hinzugefügt werden, da deine Aufstellung<br>angeheftete Katzen enthält.</color>
SpecialRuleExplanation011	(Mega-Abschluss)<br>Es kann immer nur 1 megaseltene Einheit<br>eingesetzt werden, die Kosten betragen aber<br>nur 5 % und die Abklingzeit ist um 50 % reduziert.
SpecialRuleName011	Mega-Abschluss
slot_autoset_error_1	<color=255,255,0>Man weiß nicht, welche Feinde in diesem Level erscheinen ...</color>
slot_autoset_error_2	<color=255,255,0>Keine verfügbaren Einheiten können in diesem Level antreten.</color>
slot_autoset_error_3	<color=255,255,0>Einheiten können nicht gewechselt werden.</color>
slot_tutorial_txt1	<color=255,255,0>Auto-Auswahl</color><br>Tippe auf die Schaltfläche und lege eine empfohlene<br>Aufstellung für das Level fest! Verfügbar für Level<br>mit sichtbaren erscheinenden Feinden!
slot_tutorial_txt2	<color=255,255,0>Einheiten anheften</color><br>Tippe auf eine Einheit und behalte sie auch nach der<br>Auto-Auswahl in der Aufstellung! Erneut antippen, um das Anheften umzuschalten!
